listid,participant,verb,subject,consequent,valence,question,response,task,scenario
0,59,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.06,norming,musician-hope
0,29,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.07,norming,musician-hope
0,76,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,1e-05,norming,musician-hope
0,20,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.19,norming,musician-hope
0,31,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.24,norming,musician-hope
0,64,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.1,norming,musician-hope
0,12,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.26,norming,musician-hope
0,30,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,1e-05,norming,musician-hope
0,27,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.1,norming,musician-hope
0,34,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.05,norming,musician-hope
0,7,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.11,norming,musician-hope
0,50,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.15,norming,musician-hope
0,71,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,1e-05,norming,musician-hope
0,16,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.17,norming,musician-hope
0,49,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.15,norming,musician-hope
0,66,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.05,norming,musician-hope
0,95,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.1,norming,musician-hope
0,15,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.01,norming,musician-hope
0,38,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.15,norming,musician-hope
0,36,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.13,norming,musician-hope
0,45,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.11,norming,musician-hope
0,68,hope,musician,want,negative,What proportion of musicians generally want their bands to break up?,0.16,norming,musician-hope
2,26,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99,norming,child-apologize
2,51,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,88,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99,norming,child-apologize
2,19,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,25,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99,norming,child-apologize
2,84,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.98,norming,child-apologize
2,47,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,74,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,63,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,62,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,90,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99,norming,child-apologize
2,85,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,1,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,37,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.82,norming,child-apologize
2,83,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,18,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,44,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.81,norming,child-apologize
2,98,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,61,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.96,norming,child-apologize
2,69,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.93,norming,child-apologize
2,21,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,65,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,82,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,52,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.98,norming,child-apologize
2,89,apologize,child,want,positive,What proportion of little brothers generally want their toys to be fun to play with?,0.99999,norming,child-apologize
2,26,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.87,norming,strategist-tell
2,51,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,88,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.97,norming,strategist-tell
2,19,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,25,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.98,norming,strategist-tell
2,84,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.92,norming,strategist-tell
2,47,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,74,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.96,norming,strategist-tell
2,63,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,62,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,90,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,85,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,1,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,37,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.95,norming,strategist-tell
2,83,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,18,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,44,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.95,norming,strategist-tell
2,98,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,61,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.94,norming,strategist-tell
2,69,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.95,norming,strategist-tell
2,21,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,65,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,82,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.99999,norming,strategist-tell
2,52,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.81,norming,strategist-tell
2,89,tell,strategist,want,positive,What proportion of strategists generally want their party to win elections?,0.93,norming,strategist-tell
0,96,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,33,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,2,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.95,norming,baker-know
0,59,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,29,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.86,norming,baker-know
0,76,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.32,norming,baker-know
0,20,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.97,norming,baker-know
0,31,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.88,norming,baker-know
0,64,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.89,norming,baker-know
0,12,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,30,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,27,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,34,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,7,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,50,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99,norming,baker-know
0,71,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,16,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99,norming,baker-know
0,49,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,66,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,95,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,15,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,38,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.86,norming,baker-know
0,36,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.95,norming,baker-know
0,45,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.99999,norming,baker-know
0,68,know,baker,want,positive,What proportion of bakers generally want their dough to finish rising?,0.88,norming,baker-know
0,96,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,33,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,2,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.07,norming,clerk-apologize
0,59,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.04,norming,clerk-apologize
0,29,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.06,norming,clerk-apologize
0,76,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.69,norming,clerk-apologize
0,20,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.01,norming,clerk-apologize
0,31,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.12,norming,clerk-apologize
0,64,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.74,norming,clerk-apologize
0,12,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.28,norming,clerk-apologize
0,30,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,27,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,34,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,7,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,50,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.01,norming,clerk-apologize
0,71,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,16,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.07,norming,clerk-apologize
0,49,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,66,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.01,norming,clerk-apologize
0,95,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.03,norming,clerk-apologize
0,15,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,38,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.19,norming,clerk-apologize
0,36,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.14,norming,clerk-apologize
0,45,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,1e-05,norming,clerk-apologize
0,68,apologize,clerk,want,negative,What proportion of judges generally want higher courts to overturn their rulings?,0.09,norming,clerk-apologize
0,96,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,33,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,2,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,59,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,29,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.01,norming,filmmaker-lie
0,76,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,20,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.04,norming,filmmaker-lie
0,31,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.05,norming,filmmaker-lie
0,64,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,12,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,30,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,27,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.05,norming,filmmaker-lie
0,34,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,7,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,50,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.1,norming,filmmaker-lie
0,71,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,16,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.02,norming,filmmaker-lie
0,49,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,66,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.01,norming,filmmaker-lie
0,95,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.01,norming,filmmaker-lie
0,15,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,38,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,36,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.04,norming,filmmaker-lie
0,45,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,1e-05,norming,filmmaker-lie
0,68,lie,filmmaker,want,negative,What proportion of filmmakers generally want stars to get sick?,0.12,norming,filmmaker-lie
2,26,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,51,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,88,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,19,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,25,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.81,norming,tourist-regret
2,84,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.82,norming,tourist-regret
2,47,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,74,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.96,norming,tourist-regret
2,63,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.95,norming,tourist-regret
2,62,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.93,norming,tourist-regret
2,90,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.97,norming,tourist-regret
2,85,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,1,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,37,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.79,norming,tourist-regret
2,83,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,18,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,44,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.9,norming,tourist-regret
2,98,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.9,norming,tourist-regret
2,61,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.67,norming,tourist-regret
2,69,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.82,norming,tourist-regret
2,21,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,65,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.98,norming,tourist-regret
2,82,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.99999,norming,tourist-regret
2,52,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.91,norming,tourist-regret
2,89,regret,tourist,want,positive,What proportion of tourists generally want museums to acquire fascinating artifacts?,0.81,norming,tourist-regret
2,26,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,51,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,88,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.98,norming,little girl-fear
2,19,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,25,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.87,norming,little girl-fear
2,84,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.94,norming,little girl-fear
2,47,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,74,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.36,norming,little girl-fear
2,63,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,62,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.95,norming,little girl-fear
2,90,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,85,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.61,norming,little girl-fear
2,1,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,37,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.81,norming,little girl-fear
2,83,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,18,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,44,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.94,norming,little girl-fear
2,98,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.82,norming,little girl-fear
2,61,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.95,norming,little girl-fear
2,69,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.96,norming,little girl-fear
2,21,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.94,norming,little girl-fear
2,65,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.9,norming,little girl-fear
2,82,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.99999,norming,little girl-fear
2,52,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.97,norming,little girl-fear
2,89,fear,little girl,want,positive,What proportion of little girls generally want their grandparents to bring gifts?,0.95,norming,little girl-fear
0,96,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,33,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,2,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,59,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,29,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,0.07,norming,inspector-convince
0,76,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,0.37,norming,inspector-convince
0,20,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,0.03,norming,inspector-convince
0,31,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,0.08,norming,inspector-convince
0,64,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,0.2,norming,inspector-convince
0,12,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,30,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,27,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,34,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,7,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,50,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,71,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,0.2,norming,inspector-convince
0,16,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,49,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,66,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,0.03,norming,inspector-convince
0,95,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,15,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,38,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,36,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,0.08,norming,inspector-convince
0,45,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,68,convince,inspector,want,negative,What proportion of police comissioners generally want thieves to take rings?,1e-05,norming,inspector-convince
0,96,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,33,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99,norming,conductor-congratulate
0,2,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.94,norming,conductor-congratulate
0,59,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,29,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.93,norming,conductor-congratulate
0,76,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.65,norming,conductor-congratulate
0,20,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99,norming,conductor-congratulate
0,31,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.5,norming,conductor-congratulate
0,64,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,12,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,30,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,27,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,34,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.95,norming,conductor-congratulate
0,7,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.9,norming,conductor-congratulate
0,50,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,71,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,16,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,49,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.9,norming,conductor-congratulate
0,66,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,95,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,15,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,38,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,36,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.95,norming,conductor-congratulate
0,45,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
0,68,congratulate,conductor,want,positive,What proportion of orchestras generally want critics to love their performances?,0.99999,norming,conductor-congratulate
2,26,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.99999,norming,news anchor-notify
2,51,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.99999,norming,news anchor-notify
2,88,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.65,norming,news anchor-notify
2,19,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.5,norming,news anchor-notify
2,25,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.14,norming,news anchor-notify
2,84,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.9,norming,news anchor-notify
2,47,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.55,norming,news anchor-notify
2,74,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.5,norming,news anchor-notify
2,63,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.72,norming,news anchor-notify
2,62,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.87,norming,news anchor-notify
2,90,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.99999,norming,news anchor-notify
2,85,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.95,norming,news anchor-notify
2,1,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.9,norming,news anchor-notify
2,37,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.62,norming,news anchor-notify
2,83,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.85,norming,news anchor-notify
2,18,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.99999,norming,news anchor-notify
2,44,notify,news anchor,want,positive,What proportion of news anchors generally want wars to end?,0.85,norming,news anchor-notify
