listid,participant,verb,subject,consequent,valence,question,response,task,scenario
0,16,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.93,norming,tourist-regret
0,49,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.9,norming,tourist-regret
0,66,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.65,norming,tourist-regret
0,95,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.2,norming,tourist-regret
0,15,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.65,norming,tourist-regret
0,38,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.58,norming,tourist-regret
0,36,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.9,norming,tourist-regret
0,45,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.7,norming,tourist-regret
0,68,regret,tourist,believe,positive,What proportion of tourists generally believe that museums will acquire fascinating artifacts?,0.72,norming,tourist-regret
0,96,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.9,norming,little girl-fear
0,33,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.55,norming,little girl-fear
0,2,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.66,norming,little girl-fear
0,59,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.64,norming,little girl-fear
0,29,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.81,norming,little girl-fear
0,76,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.28,norming,little girl-fear
0,20,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.24,norming,little girl-fear
0,31,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.7,norming,little girl-fear
0,64,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.9,norming,little girl-fear
0,12,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.99,norming,little girl-fear
0,30,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.99999,norming,little girl-fear
0,27,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.75,norming,little girl-fear
0,34,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.69,norming,little girl-fear
0,7,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.42,norming,little girl-fear
0,50,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.8,norming,little girl-fear
0,71,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.65,norming,little girl-fear
0,16,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.93,norming,little girl-fear
0,49,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.8,norming,little girl-fear
0,66,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.5,norming,little girl-fear
0,95,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.7,norming,little girl-fear
0,15,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.86,norming,little girl-fear
0,38,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.78,norming,little girl-fear
0,36,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.67,norming,little girl-fear
0,45,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.61,norming,little girl-fear
0,68,fear,little girl,believe,positive,What proportion of little girls generally believe that their grandparents will bring gifts?,0.96,norming,little girl-fear
2,26,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.99999,norming,inspector-convince
2,51,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.99999,norming,inspector-convince
2,88,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.93,norming,inspector-convince
2,19,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.99999,norming,inspector-convince
2,25,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.63,norming,inspector-convince
2,84,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.86,norming,inspector-convince
2,47,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.99999,norming,inspector-convince
2,74,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.2,norming,inspector-convince
2,63,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.95,norming,inspector-convince
2,62,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.43,norming,inspector-convince
2,90,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.89,norming,inspector-convince
2,85,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.95,norming,inspector-convince
2,1,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.84,norming,inspector-convince
2,37,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.6,norming,inspector-convince
2,83,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.99999,norming,inspector-convince
2,18,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.99999,norming,inspector-convince
2,44,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.25,norming,inspector-convince
2,98,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.67,norming,inspector-convince
2,61,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.61,norming,inspector-convince
2,69,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.89,norming,inspector-convince
2,21,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.99999,norming,inspector-convince
2,65,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.1,norming,inspector-convince
2,82,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.99999,norming,inspector-convince
2,52,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.38,norming,inspector-convince
2,89,convince,inspector,believe,negative,What proportion of police comissioners generally believe that thieves will take rings?,0.63,norming,inspector-convince
2,26,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.86,norming,conductor-congratulate
2,51,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.92,norming,conductor-congratulate
2,88,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.41,norming,conductor-congratulate
2,19,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.82,norming,conductor-congratulate
2,25,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.77,norming,conductor-congratulate
2,84,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.65,norming,conductor-congratulate
2,47,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.9,norming,conductor-congratulate
2,74,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.88,norming,conductor-congratulate
2,63,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.94,norming,conductor-congratulate
2,62,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.62,norming,conductor-congratulate
2,90,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.88,norming,conductor-congratulate
2,85,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.8,norming,conductor-congratulate
2,1,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.77,norming,conductor-congratulate
2,37,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.65,norming,conductor-congratulate
2,83,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.95,norming,conductor-congratulate
2,18,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.85,norming,conductor-congratulate
2,44,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.5,norming,conductor-congratulate
2,98,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.85,norming,conductor-congratulate
2,61,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.74,norming,conductor-congratulate
2,69,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.37,norming,conductor-congratulate
2,21,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.86,norming,conductor-congratulate
2,65,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.7,norming,conductor-congratulate
2,82,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.89,norming,conductor-congratulate
2,52,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.58,norming,conductor-congratulate
2,89,congratulate,conductor,believe,positive,What proportion of orchestras generally believe that critics will love their performances?,0.63,norming,conductor-congratulate
0,96,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.8,norming,news anchor-notify
0,33,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.73,norming,news anchor-notify
0,2,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.02,norming,news anchor-notify
0,59,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.2,norming,news anchor-notify
0,29,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.3,norming,news anchor-notify
0,76,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,1e-05,norming,news anchor-notify
0,20,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.57,norming,news anchor-notify
0,31,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.21,norming,news anchor-notify
0,64,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.39,norming,news anchor-notify
0,12,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.74,norming,news anchor-notify
0,30,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.5,norming,news anchor-notify
0,27,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.12,norming,news anchor-notify
0,34,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.5,norming,news anchor-notify
0,7,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.2,norming,news anchor-notify
0,50,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.7,norming,news anchor-notify
0,71,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.35,norming,news anchor-notify
0,16,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.11,norming,news anchor-notify
0,49,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.2,norming,news anchor-notify
0,66,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.5,norming,news anchor-notify
0,95,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.8,norming,news anchor-notify
0,15,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.6,norming,news anchor-notify
0,38,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.56,norming,news anchor-notify
0,36,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.3,norming,news anchor-notify
0,45,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.71,norming,news anchor-notify
0,68,notify,news anchor,believe,positive,What proportion of news anchors generally believe that wars will end?,0.75,norming,news anchor-notify
0,96,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,1e-05,norming,runner-doubt
0,33,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,1e-05,norming,runner-doubt
0,2,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.22,norming,runner-doubt
0,59,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.25,norming,runner-doubt
0,29,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.22,norming,runner-doubt
0,76,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.29,norming,runner-doubt
0,20,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.04,norming,runner-doubt
0,31,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.3,norming,runner-doubt
0,64,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.23,norming,runner-doubt
0,12,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.16,norming,runner-doubt
0,30,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.14,norming,runner-doubt
0,27,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.03,norming,runner-doubt
0,34,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.5,norming,runner-doubt
0,7,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.04,norming,runner-doubt
0,50,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.1,norming,runner-doubt
0,71,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.01,norming,runner-doubt
0,16,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.05,norming,runner-doubt
0,49,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,1e-05,norming,runner-doubt
0,66,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.05,norming,runner-doubt
0,95,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.05,norming,runner-doubt
0,15,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.12,norming,runner-doubt
0,38,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.14,norming,runner-doubt
0,36,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.14,norming,runner-doubt
0,45,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.09,norming,runner-doubt
0,68,doubt,runner,believe,negative,What proportion of runners generally believe that their new shoes will make them slower?,0.2,norming,runner-doubt
2,26,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.11,norming,actor-hate
2,51,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.75,norming,actor-hate
2,88,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.68,norming,actor-hate
2,19,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.88,norming,actor-hate
2,25,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.71,norming,actor-hate
2,84,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.47,norming,actor-hate
2,47,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.31,norming,actor-hate
2,74,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.3,norming,actor-hate
2,63,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.74,norming,actor-hate
2,62,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.45,norming,actor-hate
2,90,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.8,norming,actor-hate
2,85,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.6,norming,actor-hate
2,1,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.19,norming,actor-hate
2,37,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.37,norming,actor-hate
2,83,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.5,norming,actor-hate
2,18,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.05,norming,actor-hate
2,44,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.59,norming,actor-hate
2,98,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.5,norming,actor-hate
2,61,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.63,norming,actor-hate
2,69,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.38,norming,actor-hate
2,21,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.73,norming,actor-hate
2,65,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.7,norming,actor-hate
2,82,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.79,norming,actor-hate
2,52,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.38,norming,actor-hate
2,89,hate,actor,believe,positive,What proportion of actors generally believe that audiences will call for an encore?,0.58,norming,actor-hate
2,26,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.99999,norming,detective-disprove
2,51,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.75,norming,detective-disprove
2,88,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.86,norming,detective-disprove
2,19,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.99,norming,detective-disprove
2,25,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.4,norming,detective-disprove
2,84,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.75,norming,detective-disprove
2,47,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.75,norming,detective-disprove
2,74,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.8,norming,detective-disprove
2,63,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.24,norming,detective-disprove
2,62,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.7,norming,detective-disprove
2,90,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.83,norming,detective-disprove
2,85,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.8,norming,detective-disprove
2,1,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.4,norming,detective-disprove
2,37,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.5,norming,detective-disprove
2,83,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.9,norming,detective-disprove
2,18,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.8,norming,detective-disprove
2,44,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.87,norming,detective-disprove
2,98,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.99999,norming,detective-disprove
2,61,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.59,norming,detective-disprove
2,69,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.75,norming,detective-disprove
2,21,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.99999,norming,detective-disprove
2,65,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.74,norming,detective-disprove
2,82,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.38,norming,detective-disprove
2,52,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.63,norming,detective-disprove
2,89,disprove,detective,believe,positive,What proportion of police chiefs generally believe that cases will eventually be solved?,0.33,norming,detective-disprove
2,26,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.84,norming,professor-think
2,51,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.5,norming,professor-think
2,88,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.67,norming,professor-think
2,19,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,1e-05,norming,professor-think
2,25,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.67,norming,professor-think
2,84,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.46,norming,professor-think
2,47,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,1e-05,norming,professor-think
2,74,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.8,norming,professor-think
2,63,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.89,norming,professor-think
2,62,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.37,norming,professor-think
2,90,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.84,norming,professor-think
2,85,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.6,norming,professor-think
2,1,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.88,norming,professor-think
2,37,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.75,norming,professor-think
2,83,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.85,norming,professor-think
2,18,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.85,norming,professor-think
2,44,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.6,norming,professor-think
2,98,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.21,norming,professor-think
2,61,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.38,norming,professor-think
2,69,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.76,norming,professor-think
2,21,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.34,norming,professor-think
2,65,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.7,norming,professor-think
2,82,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.76,norming,professor-think
2,52,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.59,norming,professor-think
2,89,think,professor,believe,positive,What proportion of professors generally believe that all of their students will pass their classes?,0.2,norming,professor-think
2,26,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.5,norming,salesman-wish
2,51,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.5,norming,salesman-wish
2,88,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.21,norming,salesman-wish
2,19,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.49,norming,salesman-wish
2,25,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.33,norming,salesman-wish
2,84,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.6,norming,salesman-wish
2,47,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.65,norming,salesman-wish
2,74,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.3,norming,salesman-wish
2,63,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.5,norming,salesman-wish
2,62,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.58,norming,salesman-wish
2,90,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.92,norming,salesman-wish
2,85,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.5,norming,salesman-wish
2,1,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.68,norming,salesman-wish
2,37,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.73,norming,salesman-wish
2,83,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.6,norming,salesman-wish
2,18,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.66,norming,salesman-wish
2,44,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.55,norming,salesman-wish
2,98,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.31,norming,salesman-wish
2,61,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.41,norming,salesman-wish
2,69,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.7,norming,salesman-wish
2,21,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.3,norming,salesman-wish
2,65,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.6,norming,salesman-wish
2,82,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.13,norming,salesman-wish
2,52,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.94,norming,salesman-wish
2,89,wish,salesman,believe,negative,What proportion of salesmen generally believe that customers will leave without buying anything?,0.59,norming,salesman-wish
2,26,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.27,norming,mother-remember
2,51,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.5,norming,mother-remember
2,88,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.89,norming,mother-remember
2,19,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.24,norming,mother-remember
2,25,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.87,norming,mother-remember
2,84,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.93,norming,mother-remember
2,47,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.1,norming,mother-remember
2,74,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.1,norming,mother-remember
2,63,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.88,norming,mother-remember
2,62,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.43,norming,mother-remember
2,90,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.63,norming,mother-remember
2,85,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.99999,norming,mother-remember
2,1,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.99999,norming,mother-remember
2,37,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.36,norming,mother-remember
2,83,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.75,norming,mother-remember
2,18,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.2,norming,mother-remember
2,44,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.25,norming,mother-remember
2,98,remember,mother,believe,positive,What proportion of mothers generally believe that babysitters will make dinner for their children?,0.51,norming,mother-remember
